evenL evenC oddC evenM oddM magL bigC litterC bigM litterM oe bl
13 0 4 4 7 14 2 0 3 4 0 1
14 0 5 5 7 15 0 1 2 4 0 0
14 0 6 6 7 15 1 0 2 4 1 0
13 1 0 6 7 15 2 0 2 4 1 0
12 2 0 6 7 14 3 0 3 4 0 0
12 0 1 6 7 14 4 0 4 4 1 1
12 1 0 6 6 15 0 1 4 4 1 1
12 2 0 6 5 15 0 2 4 4 1 0
12 3 0 6 4 14 1 0 4 4 1 1
17 3 0 5 3 11 1 0 4 2 1 0
17 4 0 5 4 10 2 0 4 2 0 1
17 0 1 5 4 11 0 1 4 2 1 1
17 1 0 5 4 11 0 2 4 2 0 1
18 0 1 5 4 11 0 3 4 3 0 1
18 0 2 5 4 12 0 4 4 4 0 1
18 0 3 5 4 13 0 5 4 5 1 1
17 1 0 5 4 13 0 6 4 6 0 0
18 0 1 5 4 13 1 0 4 6 0 1
18 0 2 5 4 13 0 1 4 6 0 0
18 0 3 5 4 13 1 0 4 6 0 1
18 0 4 5 4 13 0 1 4 6 1 0
17 1 0 5 4 13 1 0 4 6 1 1
16 2 0 5 4 14 0 1 4 6 1 1
16 3 0 5 4 15 0 2 4 6 1 1
15 4 0 4 4 16 0 3 4 6 1 0
14 5 0 4 5 15 1 0 4 6 1 1
13 6 0 4 6 16 0 1 4 6 1 1
12 7 0 4 7 17 0 2 4 6 0 1
12 0 1 4 7 18 0 3 4 6 0 0
13 0 2 4 7 17 1 0 4 6 0 0
14 0 3 4 7 17 2 0 4 6 1 0
14 1 0 4 7 16 3 0 4 6 0 1
14 0 1 4 7 17 0 1 3 6 0 1
14 0 2 4 7 18 0 2 3 6 1 0
14 1 0 4 7 18 1 0 3 6 0 0
14 0 1 4 7 18 2 0 3 6 0 0
15 0 2 4 7 17 3 0 3 6 0 0
16 0 3 4 7 16 4 0 4 6 1 1
16 1 0 4 7 17 0 1 4 6 1 1
16 2 0 4 7 18 0 2 4 6 1 0
15 3 0 4 7 17 1 0 4 5 0 1
16 0 1 4 7 17 0 1 4 4 0 0
16 0 2 4 7 16 1 0 4 3 1 0
15 1 0 4 7 15 2 0 4 3 0 1
15 0 1 4 7 15 0 1 4 3 0 0
16 0 2 4 7 14 1 0 4 3 0 0
16 0 3 3 7 14 2 0 4 3 1 0
15 1 0 3 7 13 3 0 4 3 0 0
15 0 1 3 7 13 4 0 4 3 1 1
14 1 0 3 7 13 0 1 4 3 0 0
15 0 1 3 6 13 1 0 4 3 0 0
16 0 2 3 5 12 2 0 4 3 1 1
16 1 0 3 4 12 0 1 4 3 1 0
16 2 0 3 3 11 1 0 4 3 0 1
17 0 1 3 3 12 0 1 4 3 0 0
18 0 2 3 3 11 1 0 4 2 0 1
19 0 3 3 3 11 0 1 4 2 1 0
18 1 0 3 3 10 1 0 4 2 1 0
17 2 0 3 3 10 2 0 4 2 1 1
16 3 0 3 3 11 0 1 4 2 0 0
17 0 1 3 3 11 1 0 4 2 1 1
16 1 0 3 3 11 0 1 4 2 0 1
16 0 1 3 3 11 0 2 4 2 0 1
17 0 2 3 3 12 0 3 4 3 1 1
16 1 0 3 3 13 0 4 4 4 1 1
15 2 0 3 3 14 0 5 4 5 1 1
14 3 0 3 3 15 0 6 4 6 0 1
15 0 1 3 3 15 0 7 4 7 1 1
15 1 0 3 3 15 0 8 4 8 1 1
15 2 0 3 3 16 0 9 4 9 1 0
14 3 0 3 3 15 1 0 4 9 0 1
14 0 1 3 3 16 0 1 4 9 0 0
15 0 2 3 3 16 1 0 4 9 1 0
14 1 0 3 3 15 2 0 4 9 0 0
14 0 1 3 3 15 3 0 3 9 1 0
13 1 0 3 3 15 4 0 4 9 0 1
14 0 1 3 3 16 0 1 4 9 1 1
13 1 0 3 3 17 0 2 4 9 0 1
14 0 1 3 3 17 0 3 4 9 0 1
14 0 2 3 3 18 0 4 4 9 0 0
14 0 3 3 3 18 1 0 4 9 1 0
14 1 0 3 3 17 2 0 4 9 0 0
15 0 1 3 3 17 3 0 4 9 1 1
14 1 0 3 3 17 0 1 4 9 1 1
13 2 0 3 3 18 0 2 4 9 1 1
12 3 0 3 3 18 0 3 4 9 1 0
12 4 0 3 4 18 1 0 4 9 0 0
13 0 1 3 4 18 2 0 4 9 0 1
14 0 2 3 4 18 0 1 4 9 1 0
13 1 0 3 4 18 1 0 4 9 0 0
14 0 1 3 4 17 2 0 4 8 1 1
13 1 0 3 4 17 0 1 4 7 1 0
12 2 0 3 4 16 1 0 4 6 1 0
12 3 0 3 4 15 2 0 4 5 0 0
13 0 1 3 4 14 3 0 4 4 0 1
14 0 2 3 4 14 0 1 4 4 0 0
14 0 3 3 4 13 1 0 4 4 0 0
15 0 4 4 4 12 2 0 4 4 0 1
16 0 5 5 4 12 0 1 4 4 0 0
17 1 0 5 3 13 3 0 3 4 1 1
16 2 0 5 3 14 0 1 3 4 0 0
16 0 1 5 3 14 1 0 3 4 1 1
16 1 0 5 3 14 0 1 3 4 0 1
16 0 1 5 3 15 0 2 3 4 0 0
16 0 2 5 3 14 1 0 3 4 0 1
16 0 3 5 3 15 0 1 3 4 1 0
16 1 0 5 3 15 1 0 3 4 1 1
15 2 0 5 3 16 0 1 3 4 0 0
15 0 1 5 3 15 1 0 3 4 1 0
15 1 0 5 3 14 2 0 3 4 1 1
15 2 0 5 3 14 0 1 3 4 0 1
15 0 1 5 3 15 0 2 3 4 0 1
16 0 2 5 3 15 0 3 3 4 0 0
16 0 3 5 3 15 1 0 3 4 0 0
17 0 4 5 3 14 2 0 3 4 0 1
17 0 5 5 3 15 0 1 3 4 1 1
17 1 0 5 2 16 0 2 3 4 0 1
18 0 1 5 2 16 0 3 3 4 0 0
19 0 2 5 2 16 1 0 3 4 1 0
18 1 0 5 2 16 2 0 3 4 1 0
18 2 0 5 2 15 3 0 3 3 0 0
18 0 1 5 2 14 4 0 4 3 1 1
17 1 0 5 2 14 0 1 4 3 1 0
16 2 0 5 2 13 1 0 4 3 1 0
15 3 0 5 3 13 2 0 4 3 1 1
14 4 0 5 4 13 0 1 4 3 0 0
15 0 1 5 4 13 1 0 4 3 0 0
15 0 2 5 4 13 2 0 4 3 1 1
15 1 0 5 4 14 0 1 4 3 0 0
16 0 1 5 4 13 1 0 4 3 1 1
15 1 0 5 4 14 0 1 4 3 1 1
15 2 0 5 4 14 0 2 4 3 1 0
14 3 0 5 4 13 1 0 4 3 0 1
14 0 1 5 4 14 0 1 4 3 1 1
13 1 0 5 4 14 0 2 4 3 0 0
14 0 1 5 4 14 1 0 4 3 1 0
14 1 0 5 4 13 2 0 4 3 0 0
14 0 1 5 4 13 3 0 4 3 1 1
14 1 0 5 4 14 0 1 4 3 0 1
15 0 1 5 4 14 0 2 4 3 1 1
14 1 0 4 4 14 0 3 4 3 1 1
13 2 0 3 4 14 0 4 4 4 1 1
12 3 0 2 4 15 0 5 4 5 1 1
11 4 0 2 4 16 0 6 4 6 1 1
10 5 0 2 5 16 0 7 4 7 0 0
11 0 1 2 5 15 1 0 4 7 1 1
10 1 0 2 5 15 0 1 4 7 1 1
9 2 0 2 5 16 0 2 3 7 0 1
10 0 1 2 5 17 0 3 3 7 0 0
11 0 2 2 5 17 1 0 3 7 0 0
11 0 3 3 5 17 2 0 3 7 1 1
11 1 0 3 5 17 0 1 3 7 1 0
11 2 0 3 5 17 1 0 3 7 1 1
11 3 0 3 5 18 0 1 3 7 1 0
11 4 0 3 5 17 1 0 3 7 1 0
10 5 0 3 5 17 2 0 3 7 0 0
10 0 1 3 5 17 3 0 3 7 1 0
10 1 0 3 5 16 4 0 4 7 0 1
10 0 1 3 5 17 0 1 4 7 1 1
10 1 0 3 5 17 0 2 4 7 0 0
11 0 1 3 5 16 1 0 4 7 1 1
11 1 0 3 5 17 0 1 4 7 0 1
11 0 1 3 5 17 0 2 4 7 1 0
11 1 0 3 5 16 1 0 4 7 1 1
10 2 0 3 5 17 0 1 4 7 1 1
10 3 0 3 5 18 0 2 4 7 0 0
10 0 1 3 5 18 1 0 4 7 1 1
10 1 0 3 5 18 0 1 4 6 0 0
10 0 1 3 5 17 1 0 4 5 0 0
11 0 2 3 5 16 2 0 4 4 1 1
11 1 0 3 5 16 0 1 4 3 1 0
11 2 0 3 5 15 1 0 4 3 1 0
11 3 0 3 5 14 2 0 4 3 1 0
11 4 0 3 5 13 3 0 4 3 1 1
10 5 0 3 5 14 0 1 4 3 0 1
11 0 1 3 5 14 0 2 4 2 0 1
12 0 2 3 5 14 0 3 4 3 0 0
12 0 3 3 5 13 1 0 4 3 1 0
11 1 0 3 5 13 2 0 4 3 1 1
10 2 0 3 5 14 0 1 4 3 0 1
11 0 1 3 5 14 0 2 4 3 0 0
12 0 2 3 5 14 1 0 4 3 1 1
12 1 0 3 5 14 0 1 4 3 1 1
12 2 0 3 5 15 0 2 3 3 0 1
13 0 1 3 5 16 0 3 3 3 0 0
13 0 2 3 5 16 1 0 3 3 1 1
13 1 0 3 5 17 0 1 3 3 0 0
13 0 1 3 5 16 1 0 3 3 0 0
14 0 2 3 5 15 2 0 3 3 1 1
12 0 1 3 7 12 0 3 6 3 1 0
12 1 0 3 7 12 1 0 6 3 1 0
12 2 0 3 7 11 2 0 6 3 1 1
11 3 0 3 7 12 0 1 5 3 0 1
11 0 1 3 7 13 0 2 4 3 1 1
11 1 0 3 7 14 0 3 3 3 1 0
10 2 0 3 7 14 1 0 3 3 1 0
10 3 0 3 7 14 2 0 3 3 1 0
9 4 0 3 7 14 3 0 3 3 0 0
9 0 1 3 7 13 4 0 4 3 0 1
10 0 2 3 7 14 0 1 4 3 1 0
9 1 0 2 7 13 1 0 4 3 1 0
8 2 0 2 7 12 2 0 4 3 0 1
8 0 1 2 7 13 0 1 4 3 0 0
9 0 2 2 6 13 1 0 4 3 0 0
10 0 3 3 5 13 2 0 4 3 0 0
11 0 4 4 4 12 3 0 4 3 0 0
12 0 5 5 4 12 4 0 4 3 1 0
12 1 0 5 4 12 5 0 5 3 0 0
13 0 1 5 4 11 6 0 6 3 1 1
13 1 0 5 4 11 0 1 6 3 0 0
13 0 1 5 4 11 1 0 6 3 0 1
14 0 2 5 4 11 0 1 6 3 1 1
13 1 0 5 4 12 0 2 6 3 1 1
13 2 0 5 4 12 0 3 6 3 1 1
13 3 0 5 4 13 0 4 6 4 1 1
12 4 0 5 4 14 0 5 6 5 1 0
12 5 0 5 5 13 1 0 6 5 1 0
12 6 0 5 6 12 2 0 6 5 0 0
12 0 1 5 6 11 3 0 6 5 1 0
12 1 0 5 6 11 4 0 6 5 0 1
13 0 1 5 6 12 0 1 6 5 1 0
13 1 0 5 6 11 1 0 6 5 0 0
13 0 1 5 6 10 2 0 6 5 1 0
13 1 0 5 6 9 3 0 6 5 0 0
14 0 1 5 6 9 4 0 6 5 0 0
15 0 2 5 6 9 5 0 6 5 0 1
16 0 3 5 6 10 0 1 6 5 1 0
15 1 0 5 6 10 1 0 6 5 1 1
14 2 0 5 6 10 0 1 6 5 1 0
14 3 0 5 6 10 1 0 6 5 0 1
15 0 1 5 6 11 0 1 6 5 1 1
14 1 0 4 6 11 0 2 6 5 0 0
14 0 1 3 6 11 1 0 5 5 0 1
14 0 2 3 6 12 0 1 5 5 1 1
13 1 0 3 6 13 0 2 5 5 0 1
13 0 1 3 6 14 0 3 5 5 1 0
13 1 0 3 6 14 1 0 5 5 0 0
13 0 1 3 6 14 2 0 5 5 0 0
14 0 2 3 6 13 3 0 5 5 1 1
13 1 0 3 6 14 0 1 5 5 0 1
13 0 1 3 6 14 0 2 5 4 1 0
13 1 0 3 5 13 1 0 5 3 1 0
13 2 0 3 4 12 2 0 5 3 0 1
14 0 1 3 3 12 0 1 5 3 1 1
14 1 0 3 3 12 0 2 5 3 0 1
15 0 1 3 3 13 0 3 5 3 1 1
15 1 0 3 3 14 0 4 5 4 0 0
15 0 1 3 3 14 1 0 5 4 1 1
15 1 0 3 3 15 0 1 5 4 1 0
14 2 0 3 3 14 1 0 5 4 0 1
15 0 1 3 3 15 0 1 4 4 1 1
14 1 0 3 3 16 0 2 3 4 1 0
14 2 0 3 3 16 1 0 3 4 1 1
13 3 0 2 3 17 0 1 3 4 1 0
12 4 0 2 4 17 1 0 3 4 1 1
11 5 0 2 5 17 0 1 3 4 1 0
11 6 0 2 6 17 1 0 3 4 0 0
12 0 1 2 6 16 2 0 3 4 1 0
12 1 0 2 6 16 3 0 3 4 0 0
12 0 1 2 6 15 4 0 4 4 0 0
13 0 2 2 6 14 5 0 5 4 1 0
12 1 0 2 6 14 6 0 6 4 1 0
11 2 0 2 6 13 7 0 7 4 0 0
12 0 1 2 6 12 8 0 8 4 0 0
12 0 2 2 6 11 9 0 9 4 0 0
13 0 3 3 6 11 10 0 10 4 1 0
12 1 0 3 6 11 11 0 11 4 1 0
11 2 0 3 6 11 12 0 12 4 1 1
11 3 0 3 6 11 0 1 12 4 1 0
10 4 0 3 6 10 1 0 12 4 1 1
10 5 0 3 6 11 0 1 12 4 1 1
10 6 0 3 6 12 0 2 12 4 1 0
9 7 0 3 7 11 1 0 12 3 1 0
9 8 0 3 8 10 2 0 12 2 1 0
8 9 0 3 9 9 3 0 12 2 0 0
9 0 1 3 9 8 4 0 12 2 1 0
8 1 0 3 9 8 5 0 12 2 1 1
8 2 0 3 9 8 0 1 12 2 0 0
9 0 1 3 9 8 1 0 12 2 1 1
21 0 8 9 2 13 2 0 3 2 0 1
22 0 9 9 2 13 0 1 3 2 1 1
21 1 0 9 2 14 0 2 3 2 1 1
20 2 0 9 2 14 0 3 3 3 0 1
20 0 1 9 2 15 0 4 3 4 1 1
19 1 0 9 2 16 0 5 3 5 1 0
18 2 0 9 2 15 1 0 3 5 0 1
18 0 1 9 2 16 0 1 3 5 1 1
17 1 0 9 2 17 0 2 3 5 0 1
17 0 1 9 2 17 0 3 3 5 0 1
17 0 2 9 2 17 0 4 3 5 0 0
18 0 3 9 2 17 1 0 3 5 0 1
19 0 4 9 2 17 0 1 3 5 1 1
18 1 0 9 2 17 0 2 3 5 0 1
18 0 1 9 2 18 0 3 3 5 0 0
19 0 2 9 2 18 1 0 3 5 1 1
18 1 0 9 2 18 0 1 3 5 0 1
19 0 1 9 2 19 0 2 3 5 1 1
19 1 0 9 2 19 0 3 3 5 0 0
19 0 1 9 2 18 1 0 3 5 0 0
20 0 2 9 2 18 2 0 3 5 1 0
20 1 0 9 2 18 3 0 3 5 1 0
19 2 0 8 2 17 4 0 4 5 1 1
18 3 0 7 3 18 0 1 4 5 1 0
17 4 0 6 4 18 1 0 4 5 1 1
16 5 0 5 5 19 0 1 4 5 0 0
16 0 1 4 5 18 1 0 4 5 1 1
15 1 0 4 5 18 0 1 4 5 1 1
14 2 0 4 5 19 0 2 4 5 0 0
14 0 1 4 5 19 1 0 4 5 1 1
13 1 0 4 5 19 0 1 4 4 0 1
14 0 1 4 5 19 0 2 4 4 1 1
14 1 0 4 5 19 0 3 4 4 0 1
14 0 1 4 5 19 0 4 4 4 0 1
15 0 2 4 5 19 0 5 4 5 1 0
15 1 0 4 5 19 1 0 4 5 0 0
15 0 1 4 5 18 2 0 4 5 0 0
16 0 2 4 5 17 3 0 4 5 0 0
16 0 3 3 5 16 4 0 4 5 1 1
15 1 0 3 5 16 0 1 4 5 1 1
14 2 0 3 5 17 0 2 4 5 1 0
13 3 0 3 5 16 1 0 4 5 0 0
14 0 1 3 5 15 2 0 4 5 0 1
14 0 2 3 5 15 0 1 4 5 0 0
14 0 3 3 5 15 1 0 4 5 0 0
15 0 4 4 5 14 2 0 4 5 0 1
15 0 5 5 5 14 0 1 4 5 1 1
15 1 0 5 5 14 0 2 4 5 1 1
14 2 0 5 5 15 0 3 4 5 0 0
14 0 1 5 5 15 1 0 4 5 0 0
15 0 2 5 4 15 2 0 4 5 0 1
16 0 3 5 3 16 0 1 4 5 0 0
17 0 4 5 3 15 1 0 4 5 0 0
18 0 5 5 3 15 2 0 4 5 1 1
18 1 0 5 3 15 0 1 4 5 0 0
18 0 1 5 3 15 1 0 4 5 1 1
18 1 0 5 3 15 0 1 4 5 1 1
18 2 0 5 3 15 0 2 4 5 1 0
17 3 0 5 3 15 1 0 4 5 0 0
18 0 1 5 3 14 2 0 4 4 1 1
17 1 0 5 3 14 0 1 4 3 0 0
18 0 1 5 3 13 1 0 4 3 0 0
18 0 2 5 3 12 2 0 4 3 1 1
17 1 0 5 3 12 0 1 4 3 0 0
18 0 1 5 3 12 1 0 3 3 1 1
17 1 0 5 3 13 0 1 2 3 0 0
17 0 1 5 3 13 1 0 2 3 1 1
16 1 0 5 3 14 0 1 2 3 1 1
16 2 0 5 3 14 0 2 2 3 1 1
16 3 0 5 3 14 0 3 2 3 0 1
17 0 1 5 3 15 0 4 2 4 1 1
16 1 0 5 3 16 0 5 2 5 1 1
15 2 0 5 3 16 0 6 2 6 0 0
15 0 1 5 3 16 1 0 2 6 0 0
15 0 2 5 3 16 2 0 2 6 0 1
15 0 3 5 3 16 0 1 2 6 1 0
15 1 0 5 3 15 1 0 2 6 0 0
16 0 1 5 3 14 2 0 2 6 1 1
15 1 0 4 3 15 0 1 2 6 1 1
14 2 0 3 3 16 0 2 2 6 0 0
14 0 1 3 3 15 1 0 2 6 1 1
13 1 0 3 3 16 0 1 2 6 0 0
13 0 1 3 3 16 1 0 2 6 1 1
13 1 0 3 3 16 0 1 2 6 1 1
12 2 0 3 3 17 0 2 2 6 0 1
13 0 1 3 3 17 0 3 2 6 0 0
14 0 2 3 3 16 1 0 2 6 0 0
15 0 3 3 3 16 2 0 2 6 1 1
14 1 0 3 3 17 0 1 2 6 1 1
14 2 0 3 3 17 0 2 2 6 0 0
14 0 1 4 7 16 1 0 3 3 0 1
15 0 2 4 7 16 0 1 3 3 0 0
16 0 3 4 7 15 1 0 3 3 1 1
15 1 0 4 7 15 0 1 3 3 0 1
16 0 1 4 7 16 0 2 3 3 1 0
15 1 0 4 7 16 1 0 3 3 0 1
16 0 1 4 7 16 0 1 3 3 1 0
15 1 0 4 7 15 1 0 3 3 0 0
16 0 1 4 7 15 2 0 3 3 1 0
15 1 0 4 7 15 3 0 3 3 1 1
14 2 0 4 7 15 0 1 3 3 1 1
14 3 0 4 7 16 0 2 3 3 0 0
14 0 1 3 7 16 1 0 3 3 1 1
13 1 0 3 7 17 0 1 3 3 1 1
12 2 0 3 7 17 0 2 3 3 0 1
12 0 1 3 7 18 0 3 3 3 0 0
13 0 2 3 7 17 1 0 3 3 1 0
12 1 0 3 7 16 2 0 3 3 1 1
12 2 0 3 7 16 0 1 3 3 1 0
11 3 0 3 7 16 1 0 3 3 0 0
11 0 1 3 7 15 2 0 3 3 0 0
11 0 2 3 7 15 3 0 3 3 1 1
11 1 0 3 6 15 0 1 3 3 0 1
12 0 1 3 5 15 0 2 3 3 1 1
12 1 0 3 4 16 0 3 3 3 0 0
13 0 1 3 3 16 1 0 3 3 0 0
14 0 2 3 3 15 2 0 3 3 0 1
15 0 3 3 3 15 0 1 3 3 0 0
16 0 4 4 3 14 1 0 3 3 1 1
15 1 0 4 3 15 0 1 3 3 1 1
14 2 0 4 3 15 0 2 3 3 0 0
14 0 1 4 3 15 1 0 3 3 1 0
14 1 0 4 3 14 2 0 3 3 0 0
14 0 1 4 3 13 3 0 3 3 0 0
15 0 2 4 3 13 4 0 4 3 1 0
14 1 0 4 3 12 5 0 5 3 0 1
15 0 1 4 3 13 0 1 5 3 0 0
15 0 2 4 3 13 1 0 5 3 0 1
16 0 3 4 3 14 0 1 5 3 1 1
16 1 0 4 3 14 0 2 5 3 0 1
17 0 1 4 3 14 0 3 5 3 0 1
17 0 2 4 3 15 0 4 5 4 1 1
17 1 0 4 3 15 0 5 5 5 1 0
17 2 0 4 3 14 1 0 5 5 0 0
17 0 1 4 3 13 2 0 5 5 1 0
16 1 0 4 3 13 3 0 5 5 0 0
17 0 1 4 2 13 4 0 5 5 1 1
17 1 0 4 2 13 0 1 5 5 1 0
17 2 0 4 2 13 1 0 5 5 0 0
17 0 1 4 2 13 2 0 5 5 0 0
17 0 2 4 2 13 3 0 5 5 0 0
18 0 3 4 2 12 4 0 5 5 1 1
17 1 0 4 2 12 0 1 5 5 0 0
18 0 1 4 2 11 1 0 5 5 0 1
18 0 2 3 2 12 0 1 5 5 1 1
17 1 0 3 2 13 0 2 5 5 1 0
16 2 0 3 2 12 1 0 5 5 0 1
16 0 1 3 2 13 0 1 5 5 0 1
17 0 2 3 2 13 0 2 5 5 1 0
17 1 0 3 2 12 1 0 5 5 0 0
17 0 1 3 2 12 2 0 4 5 1 0
17 1 0 3 2 12 3 0 4 5 1 1
16 2 0 3 2 13 0 1 4 5 0 0
16 0 1 3 2 13 1 0 4 5 1 1
16 1 0 3 2 14 0 1 4 5 1 0
15 2 0 3 2 13 1 0 4 5 1 1
14 3 0 3 3 14 0 1 4 5 1 1
13 4 0 3 4 14 0 2 4 4 0 0
14 0 1 3 4 13 1 0 4 3 0 0
14 0 2 3 4 12 2 0 4 2 1 0
13 1 0 3 4 11 3 0 4 2 0 0
14 0 1 3 4 10 4 0 4 2 1 1
14 1 0 3 4 11 0 1 4 2 0 0
14 0 1 3 4 11 1 0 4 2 1 1
14 1 0 3 4 12 0 1 4 2 0 0
14 0 1 3 4 12 1 0 4 2 0 1
15 0 2 3 4 12 0 1 4 2 1 0
15 1 0 3 4 12 1 0 4 2 1 0
14 2 0 2 4 12 2 0 4 2 1 1
13 3 0 2 4 13 0 1 4 2 1 1
12 4 0 2 4 14 0 2 4 2 1 1
12 5 0 2 5 14 0 3 4 3 0 1
12 0 1 2 5 15 0 4 4 4 1 1
11 1 0 2 5 15 0 5 4 5 1 0
11 2 0 2 5 14 1 0 4 5 1 0
11 3 0 2 5 14 2 0 4 5 0 1
11 0 1 2 5 14 0 1 4 5 1 1
10 1 0 2 5 14 0 2 4 5 0 0
11 0 1 2 5 14 1 0 4 5 0 1
11 0 2 2 5 15 0 1 4 5 1 1
18 0 1 5 4 17 1 0 3 4 1 0
17 1 0 5 4 16 2 0 3 4 0 1
17 0 1 5 4 16 0 1 3 4 0 0
18 0 2 5 4 15 1 0 3 4 0 0
18 0 3 5 4 15 2 0 3 4 1 1
18 1 0 5 4 15 0 1 3 3 0 1
19 0 1 5 4 15 0 2 3 3 0 1
19 0 2 4 4 15 0 3 3 3 0 1
19 0 3 4 4 15 0 4 3 4 1 1
18 1 0 4 4 16 0 5 3 5 1 1
17 2 0 4 4 17 0 6 3 6 1 1
16 3 0 4 4 18 0 7 3 7 0 0
17 0 1 4 3 17 1 0 3 7 0 1
18 0 2 4 3 18 0 1 3 7 0 1
19 0 3 4 3 18 0 2 3 7 0 0
20 0 4 4 3 17 1 0 3 7 0 0
20 0 5 5 3 16 2 0 3 7 0 1
20 0 6 6 3 17 0 1 2 7 1 1
20 1 0 6 3 18 0 2 2 7 0 1
21 0 1 6 3 19 0 3 2 7 0 0
21 0 2 6 3 18 1 0 2 7 0 1
21 0 3 6 3 19 0 1 2 7 0 1
21 0 4 6 3 19 0 2 2 7 0 1
21 0 5 6 3 19 0 3 2 7 1 0
21 1 0 6 3 18 1 0 2 7 1 0
20 2 0 6 3 18 2 0 2 7 0 0
20 0 1 6 3 17 3 0 3 7 0 1
20 0 2 6 3 18 0 1 3 7 1 0
20 1 0 6 3 17 1 0 3 7 0 1
20 0 1 6 3 18 0 1 3 7 0 0
21 0 2 6 3 18 1 0 3 7 0 1
21 0 3 6 3 18 0 1 3 7 0 0
21 0 4 6 3 18 1 0 3 7 0 0
21 0 5 6 3 18 2 0 3 7 1 1
21 1 0 6 3 18 0 1 3 6 0 0
21 0 1 6 3 17 1 0 3 5 1 1
20 1 0 6 3 17 0 1 3 4 0 1
20 0 1 6 3 17 0 2 3 3 1 1
20 1 0 6 2 17 0 3 3 3 0 1
21 0 1 6 2 17 0 4 3 4 0 0
22 0 2 6 2 16 1 0 3 4 0 1
22 0 3 5 2 17 0 1 3 4 1 0
21 1 0 5 2 16 1 0 3 4 0 1
21 0 1 5 2 16 0 1 3 4 0 0
21 0 2 5 2 16 1 0 3 4 1 0
20 1 0 5 2 16 2 0 3 4 0 0
20 0 1 5 2 15 3 0 3 4 0 0
21 0 2 5 2 14 4 0 4 4 1 1
20 1 0 5 2 14 0 1 4 4 1 1
19 2 0 5 2 15 0 2 4 4 1 0
18 3 0 5 3 14 1 0 4 4 1 1
17 4 0 5 4 14 0 1 4 4 1 1
16 5 0 5 5 14 0 2 4 4 1 1
16 6 0 5 6 15 0 3 4 4 0 1
17 0 1 5 6 16 0 4 4 4 1 1
16 1 0 5 6 17 0 5 4 5 0 0
16 0 1 5 6 16 1 0 4 5 1 1
16 1 0 5 6 17 0 1 4 5 1 0
15 2 0 4 6 16 1 0 4 5 1 0
14 3 0 3 6 16 2 0 4 5 1 1
13 4 0 3 6 16 0 1 4 5 1 1
12 5 0 3 6 17 0 2 4 5 0 0
12 0 1 3 6 17 1 0 4 5 1 0
12 1 0 3 6 16 2 0 4 5 0 0
12 0 1 3 6 16 3 0 4 5 0 1
13 0 2 3 6 16 0 1 4 5 1 0
12 1 0 3 6 15 1 0 4 5 1 1
12 2 0 3 6 15 0 1 4 5 0 0
12 0 1 2 6 14 1 0 4 5 0 1
12 0 2 2 6 15 0 1 4 5 1 1
11 1 0 2 6 15 0 2 4 5 0 0
12 0 1 2 6 15 1 0 4 5 1 1
11 1 0 2 6 15 0 1 4 5 0 1
11 0 1 2 6 16 0 2 3 5 0 0
12 0 2 2 6 16 1 0 3 5 1 1
11 1 0 2 6 17 0 1 3 5 0 1
11 0 1 2 6 18 0 2 3 5 1 1
11 1 0 2 5 18 0 3 3 5 0 0
12 0 1 2 5 17 1 0 3 5 1 1
12 1 0 2 5 18 0 1 3 5 1 1
12 2 0 2 5 18 0 2 3 4 0 1
13 0 1 2 5 18 0 3 3 3 1 1
13 1 0 2 5 18 0 4 3 4 0 1
13 0 1 2 5 18 0 5 3 5 1 0
13 1 0 2 5 17 1 0 3 5 0 0
13 0 1 2 5 17 2 0 3 5 0 1
14 0 2 2 4 17 0 1 3 5 0 1
15 0 3 3 3 18 0 2 3 5 0 1
16 0 4 4 2 19 0 3 3 5 0 0
17 0 5 5 2 18 1 0 3 5 0 1
12 0 2 4 4 15 0 4 3 4 1 1
12 1 0 4 4 16 0 5 3 5 1 0
12 2 0 4 4 15 1 0 3 5 0 0
13 0 1 4 4 15 2 0 3 5 1 1
13 1 0 4 4 16 0 1 3 5 1 0
12 2 0 4 4 16 1 0 3 5 1 1
12 3 0 4 3 16 0 1 3 5 1 1
12 4 0 4 4 17 0 2 2 5 1 1
12 5 0 4 5 18 0 3 2 5 1 1
12 6 0 4 6 19 0 4 2 5 1 0
11 7 0 4 7 18 1 0 2 5 0 0
12 0 1 4 7 17 2 0 2 5 1 1
11 1 0 3 7 18 0 1 2 5 1 0
10 2 0 2 7 18 1 0 2 5 0 0
10 0 1 2 7 17 2 0 2 5 1 1
9 1 0 2 7 18 0 1 2 5 1 1
9 2 0 2 7 19 0 2 2 5 1 1
9 3 0 2 7 19 0 3 2 5 1 0
8 4 0 2 7 19 1 0 2 5 0 1
8 0 1 2 7 19 0 1 2 5 1 0
8 1 0 2 7 18 1 0 2 5 1 1
7 2 0 2 7 18 0 1 2 5 0 0
8 0 1 2 7 18 1 0 2 5 0 0
9 0 2 2 7 17 2 0 2 5 1 1
9 1 0 2 7 17 0 1 2 5 0 0
9 0 1 2 7 17 1 0 2 5 0 0
10 0 2 2 7 16 2 0 2 4 0 1
11 0 3 3 7 16 0 1 2 4 1 0
10 1 0 3 7 15 1 0 2 4 0 0
10 0 1 3 7 14 2 0 2 4 1 0
10 1 0 3 7 13 3 0 3 4 1 1
10 2 0 3 7 14 0 1 3 4 0 0
